year,quarter,monthsigned,market,building_name,building_id,address,region,city,state,zip,internal_submarket,internal_class,leasedSF,company_name,internal_industry,transaction_type,internal_market_cluster,costarID,space_type,CBD_suburban,RBA,available_space,availability_proportion,internal_class_rent,overall_rent,direct_available_space,direct_availability_proportion,direct_internal_class_rent,direct_overall_rent,sublet_available_space,sublet_availability_proportion,sublet_internal_class_rent,sublet_overall_rent,leasing
2022,Q2,4.0,Tampa,12802 Citrus Park Ln,Tampa_Northwest Tampa_Tampa_12802 Citrus Park Ln_12750 Citrus Park Ln,12750 Citrus Park Ln,South,Tampa,FL,33625.0,Northwest Tampa,A,2040.0,,,New,Hillsborough,8225402,Relet,Suburban,24082211.0,5480488.0,0.227574120997445,32.6849054786633,28.3094279947544,3988846.0,0.0754,32.818511,28.401428,1491642.0,0.0282,29.324325,25.588354,648445.0
2022,Q2,4.0,Tampa,2 Urban Centre,Tampa_Westshore_Tampa_2 Urban Centre_4890 W Kennedy Blvd,4890 W Kennedy Blvd,South,Tampa,FL,33609.0,Westshore,A,24555.0,Paradigm,Healthcare,Relocation,Hillsborough,380368,,Suburban,24082211.0,5480488.0,0.227574120997445,32.6849054786633,28.3094279947544,3988846.0,0.0754,32.818511,28.401428,1491642.0,0.0282,29.324325,25.588354,648445.0
2022,Q2,4.0,Tampa,4100 Kennedy,Tampa_Westshore_Tampa_4100 Kennedy_4100 W Kennedy Blvd,4100 W Kennedy Blvd,South,Tampa,FL,33609.0,Westshore,O,918.0,,,New,Hillsborough,380388,Relet,Suburban,28849460.0,5201142.0,0.18028559286725,24.3898550786274,28.3094279947544,4240064.0,0.0801,24.48728,28.401428,961078.0,0.0182,20.976152,25.588354,287655.0
2022,Q2,4.0,Tampa,501 East Kennedy,Tampa_Tampa CBD_Tampa_501 East Kennedy_501 E Kennedy Blvd,501 E Kennedy Blvd,South,Tampa,FL,33602.0,Tampa CBD,O,1094.0,,,New,Hillsborough,112912,Relet,CBD,28849460.0,5201142.0,0.18028559286725,24.3898550786274,28.3094279947544,4240064.0,0.0801,24.48728,28.401428,961078.0,0.0182,20.976152,25.588354,287655.0
2022,Q2,4.0,Tampa,Ashley Plaza,Tampa_Tampa CBD_Tampa_Ashley Plaza_1000 N Ashley Dr,1000 N Ashley Dr,South,Tampa,FL,33602.0,Tampa CBD,O,1498.0,,,New,Hillsborough,380470,Relet,CBD,28849460.0,5201142.0,0.18028559286725,24.3898550786274,28.3094279947544,4240064.0,0.0801,24.48728,28.401428,961078.0,0.0182,20.976152,25.588354,287655.0
2022,Q2,4.0,Tampa,Bank of America Plaza,Tampa_Tampa CBD_Tampa_Bank of America Plaza_101 E Kennedy Blvd,101 E Kennedy Blvd,South,Tampa,FL,33602.0,Tampa CBD,A,4318.0,Atlantic Merchant Capital Advisors,Financial Services and Insurance,New,Hillsborough,380221,,CBD,24082211.0,5480488.0,0.227574120997445,32.6849054786633,28.3094279947544,3988846.0,0.0754,32.818511,28.401428,1491642.0,0.0282,29.324325,25.588354,648445.0
2022,Q2,4.0,Tampa,Bank of America Plaza,Tampa_Tampa CBD_Tampa_Bank of America Plaza_101 E Kennedy Blvd,101 E Kennedy Blvd,South,Tampa,FL,33602.0,Tampa CBD,A,8745.0,"De La Parte & Gilbert, P.a",Legal Services,Renewal,Hillsborough,380221,,CBD,24082211.0,5480488.0,0.227574120997445,32.6849054786633,28.3094279947544,3988846.0,0.0754,32.818511,28.401428,1491642.0,0.0282,29.324325,25.588354,648445.0
2022,Q2,4.0,Tampa,Bank of America Plaza,Tampa_Tampa CBD_Tampa_Bank of America Plaza_101 E Kennedy Blvd,101 E Kennedy Blvd,South,Tampa,FL,33602.0,Tampa CBD,A,3329.0,,,New,Hillsborough,380221,Relet,CBD,24082211.0,5480488.0,0.227574120997445,32.6849054786633,28.3094279947544,3988846.0,0.0754,32.818511,28.401428,1491642.0,0.0282,29.324325,25.588354,648445.0
2022,Q2,4.0,Tampa,Bank of America Plaza,Tampa_Tampa CBD_Tampa_Bank of America Plaza_101 E Kennedy Blvd,101 E Kennedy Blvd,South,Tampa,FL,33602.0,Tampa CBD,A,3597.0,,,New,Hillsborough,380221,Relet,CBD,24082211.0,5480488.0,0.227574120997445,32.6849054786633,28.3094279947544,3988846.0,0.0754,32.818511,28.401428,1491642.0,0.0282,29.324325,25.588354,648445.0
2022,Q2,4.0,Tampa,Bank of America Plaza,Tampa_Tampa CBD_Tampa_Bank of America Plaza_101 E Kennedy Blvd,101 E Kennedy Blvd,South,Tampa,FL,33602.0,Tampa CBD,A,4318.0,,,New,Hillsborough,380221,Relet,CBD,24082211.0,5480488.0,0.227574120997445,32.6849054786633,28.3094279947544,3988846.0,0.0754,32.818511,28.401428,1491642.0,0.0282,29.324325,25.588354,648445.0
2022,Q2,4.0,Tampa,Bank of America Plaza,Tampa_Tampa CBD_Tampa_Bank of America Plaza_101 E Kennedy Blvd,101 E Kennedy Blvd,South,Tampa,FL,33602.0,Tampa CBD,A,4742.0,Star Mountain Capital,Financial Services and Insurance,New,Hillsborough,380221,,CBD,24082211.0,5480488.0,0.227574120997445,32.6849054786633,28.3094279947544,3988846.0,0.0754,32.818511,28.401428,1491642.0,0.0282,29.324325,25.588354,648445.0
2022,Q2,4.0,Tampa,Bank of America Plaza,Tampa_Tampa CBD_Tampa_Bank of America Plaza_101 E Kennedy Blvd,101 E Kennedy Blvd,South,Tampa,FL,33602.0,Tampa CBD,A,4742.0,Star Mountain Capital,Financial Services and Insurance,New,Hillsborough,380221,Relet,CBD,24082211.0,5480488.0,0.227574120997445,32.6849054786633,28.3094279947544,3988846.0,0.0754,32.818511,28.401428,1491642.0,0.0282,29.324325,25.588354,648445.0
2022,Q2,4.0,Tampa,Bridgeport Center,Tampa_Westshore_Tampa_Bridgeport Center_5201 W Kennedy Blvd,5201 W Kennedy Blvd,South,Tampa,FL,33609.0,Westshore,O,32660.0,Labcorp,Healthcare,Renewal,Hillsborough,41929,,Suburban,28849460.0,5201142.0,0.18028559286725,24.3898550786274,28.3094279947544,4240064.0,0.0801,24.48728,28.401428,961078.0,0.0182,20.976152,25.588354,287655.0
2022,Q2,4.0,Tampa,Carrollwood Crossings,Tampa_Northwest Tampa_Tampa_Carrollwood Crossings_4012 Gunn Hwy,4012 Gunn Hwy,South,Tampa,FL,33618.0,Northwest Tampa,O,4235.0,,,New,Hillsborough,632856,Relet,Suburban,28849460.0,5201142.0,0.18028559286725,24.3898550786274,28.3094279947544,4240064.0,0.0801,24.48728,28.401428,961078.0,0.0182,20.976152,25.588354,287655.0
2022,Q2,4.0,Tampa,Carrollwood Crossings,Tampa_Northwest Tampa_Tampa_Carrollwood Crossings_4014 Gunn Hwy,4014 Gunn Hwy,South,Tampa,FL,33618.0,Northwest Tampa,O,3288.0,,,New,Hillsborough,632863,Relet,Suburban,28849460.0,5201142.0,0.18028559286725,24.3898550786274,28.3094279947544,4240064.0,0.0801,24.48728,28.401428,961078.0,0.0182,20.976152,25.588354,287655.0
2022,Q2,4.0,Tampa,Corporate Center III,Tampa_Westshore_Tampa_Corporate Center III_4221 W Boy Scout Blvd,4221 W Boy Scout Blvd,South,Tampa,FL,33607.0,Westshore,A,30006.0,Slide Insurance,Financial Services and Insurance,Relocation,Hillsborough,706857,,Suburban,24082211.0,5480488.0,0.227574120997445,32.6849054786633,28.3094279947544,3988846.0,0.0754,32.818511,28.401428,1491642.0,0.0282,29.324325,25.588354,648445.0
2022,Q2,4.0,Tampa,Cypress Center III,Tampa_Westshore_Tampa_Cypress Center III_5405 Cypress Center Dr,5405 Cypress Center Dr,South,Tampa,FL,33609.0,Westshore,O,6970.0,,,New,Hillsborough,380350,Relet,Suburban,28849460.0,5201142.0,0.18028559286725,24.3898550786274,28.3094279947544,4240064.0,0.0801,24.48728,28.401428,961078.0,0.0182,20.976152,25.588354,287655.0
2022,Q2,4.0,Tampa,Cypress Center V,Tampa_Westshore_Tampa_Cypress Center V_405 N Reo St,405 N Reo St,South,Tampa,FL,33609.0,Westshore,O,2485.0,,,New,Hillsborough,380354,Relet,Suburban,28849460.0,5201142.0,0.18028559286725,24.3898550786274,28.3094279947544,4240064.0,0.0801,24.48728,28.401428,961078.0,0.0182,20.976152,25.588354,287655.0
2022,Q2,4.0,Tampa,Fifth Third Center,Tampa_Tampa CBD_Tampa_Fifth Third Center_201 E Kennedy Blvd,201 E Kennedy Blvd,South,Tampa,FL,33602.0,Tampa CBD,O,3074.0,,,New,Hillsborough,380537,Relet,CBD,28849460.0,5201142.0,0.18028559286725,24.3898550786274,28.3094279947544,4240064.0,0.0801,24.48728,28.401428,961078.0,0.0182,20.976152,25.588354,287655.0
2022,Q2,4.0,Tampa,Grand Plaza Office Center,Tampa_Northwest Tampa_Tampa_Grand Plaza Office Center_14497 N Dale Mabry Hwy,14497 N Dale Mabry Hwy,South,Tampa,FL,33618.0,Northwest Tampa,O,3395.0,,,New,Hillsborough,380306,Relet,Suburban,28849460.0,5201142.0,0.18028559286725,24.3898550786274,28.3094279947544,4240064.0,0.0801,24.48728,28.401428,961078.0,0.0182,20.976152,25.588354,287655.0
2022,Q2,4.0,Tampa,Grand Plaza Office Center South Bldg,Tampa_Northwest Tampa_Tampa_Grand Plaza Office Center South Bldg_14499 N Dale Mabry Hwy,14499 N Dale Mabry Hwy,South,Tampa,FL,33618.0,Northwest Tampa,O,2240.0,,,New,Hillsborough,380308,Relet,Suburban,28849460.0,5201142.0,0.18028559286725,24.3898550786274,28.3094279947544,4240064.0,0.0801,24.48728,28.401428,961078.0,0.0182,20.976152,25.588354,287655.0
2022,Q2,4.0,Tampa,Hidden River Corporate Center Three,Tampa_Northeast Hillsborough_Tampa_Hidden River Corporate Center Three_14055 Riveredge Dr,14055 Riveredge Dr,South,Tampa,FL,33637.0,Northeast Hillsborough,A,2595.0,Exalync,"Technology, Advertising, Media, and Information",Relocation,Hillsborough,380128,,Suburban,24082211.0,5480488.0,0.227574120997445,32.6849054786633,28.3094279947544,3988846.0,0.0754,32.818511,28.401428,1491642.0,0.0282,29.324325,25.588354,648445.0
2022,Q2,4.0,Tampa,Hidden River Corporate Center Two,Tampa_Northeast Hillsborough_Tampa_Hidden River Corporate Center Two_14025 Riveredge Dr,14025 Riveredge Dr,South,Tampa,FL,33637.0,Northeast Hillsborough,A,1723.0,,,New,Hillsborough,380072,Relet,Suburban,24082211.0,5480488.0,0.227574120997445,32.6849054786633,28.3094279947544,3988846.0,0.0754,32.818511,28.401428,1491642.0,0.0282,29.324325,25.588354,648445.0
2022,Q2,4.0,Tampa,Island Center,Tampa_Westshore_Tampa_Island Center_2701 N Rocky Point Dr,2701 N Rocky Point Dr,South,Tampa,FL,33607.0,Westshore,A,5319.0,,,New,Hillsborough,380282,Relet,Suburban,24082211.0,5480488.0,0.227574120997445,32.6849054786633,28.3094279947544,3988846.0,0.0754,32.818511,28.401428,1491642.0,0.0282,29.324325,25.588354,648445.0
2022,Q2,4.0,Tampa,Island Center,Tampa_Westshore_Tampa_Island Center_2701 N Rocky Point Dr,2701 N Rocky Point Dr,South,Tampa,FL,33607.0,Westshore,A,6224.0,,,New,Hillsborough,380282,Relet,Suburban,24082211.0,5480488.0,0.227574120997445,32.6849054786633,28.3094279947544,3988846.0,0.0754,32.818511,28.401428,1491642.0,0.0282,29.324325,25.588354,648445.0
2022,Q2,4.0,Tampa,LakePointe One,Tampa_Westshore_Tampa_LakePointe One_3109 W Dr Martin Luther King Blvd,3109 W Dr Martin Luther King Blvd,South,Tampa,FL,33607.0,Westshore,A,1430.0,,,New,Hillsborough,380332,Relet,Suburban,24082211.0,5480488.0,0.227574120997445,32.6849054786633,28.3094279947544,3988846.0,0.0754,32.818511,28.401428,1491642.0,0.0282,29.324325,25.588354,648445.0
2022,Q2,4.0,Tampa,Lakecrest at Corporex Park,Tampa_Southeast Hillsborough_Tampa_Lakecrest at Corporex Park_3710 Corporex Park Dr,3710 Corporex Park Dr,South,Tampa,FL,33619.0,Southeast Hillsborough,O,3914.0,,,New,Hillsborough,380163,Relet,Suburban,28849460.0,5201142.0,0.18028559286725,24.3898550786274,28.3094279947544,4240064.0,0.0801,24.48728,28.401428,961078.0,0.0182,20.976152,25.588354,287655.0
2022,Q2,4.0,Tampa,Lutz Plaza,Tampa_Northwest Tampa_Tampa_Lutz Plaza_3750 Gunn Hwy,3750 Gunn Hwy,South,Tampa,FL,33618.0,Northwest Tampa,O,759.0,,,New,Hillsborough,380355,Relet,Suburban,28849460.0,5201142.0,0.18028559286725,24.3898550786274,28.3094279947544,4240064.0,0.0801,24.48728,28.401428,961078.0,0.0182,20.976152,25.588354,287655.0
2022,Q2,4.0,Tampa,Madison Building,Tampa_Tampa CBD_Tampa_Madison Building_412 E Madison St,412 E Madison St,South,Tampa,FL,33602.0,Tampa CBD,O,993.0,,,New,Hillsborough,380528,Relet,CBD,28849460.0,5201142.0,0.18028559286725,24.3898550786274,28.3094279947544,4240064.0,0.0801,24.48728,28.401428,961078.0,0.0182,20.976152,25.588354,287655.0
2022,Q2,4.0,Tampa,Madison Building,Tampa_Tampa CBD_Tampa_Madison Building_412 E Madison St,412 E Madison St,South,Tampa,FL,33602.0,Tampa CBD,O,1820.0,,,New,Hillsborough,380528,Relet,CBD,28849460.0,5201142.0,0.18028559286725,24.3898550786274,28.3094279947544,4240064.0,0.0801,24.48728,28.401428,961078.0,0.0182,20.976152,25.588354,287655.0
2022,Q2,4.0,Tampa,Madison Building,Tampa_Tampa CBD_Tampa_Madison Building_412 E Madison St,412 E Madison St,South,Tampa,FL,33602.0,Tampa CBD,O,2191.0,,,New,Hillsborough,380528,Relet,CBD,28849460.0,5201142.0,0.18028559286725,24.3898550786274,28.3094279947544,4240064.0,0.0801,24.48728,28.401428,961078.0,0.0182,20.976152,25.588354,287655.0
2022,Q2,4.0,Tampa,Meridian One,Tampa_Westshore_Tampa_Meridian One_4350 W Cypress St,4350 W Cypress St,South,Tampa,FL,33607.0,Westshore,A,7059.0,Careersource Tampa Bay,"Business, Professional, and Consulting Services (except Financial and Legal) - Including Accounting",Relocation,Hillsborough,380316,Relet,Suburban,24082211.0,5480488.0,0.227574120997445,32.6849054786633,28.3094279947544,3988846.0,0.0754,32.818511,28.401428,1491642.0,0.0282,29.324325,25.588354,648445.0
2022,Q2,4.0,Tampa,Meridian One,Tampa_Westshore_Tampa_Meridian One_4350 W Cypress St,4350 W Cypress St,South,Tampa,FL,33607.0,Westshore,A,3737.0,,,New,Hillsborough,380316,Relet,Suburban,24082211.0,5480488.0,0.227574120997445,32.6849054786633,28.3094279947544,3988846.0,0.0754,32.818511,28.401428,1491642.0,0.0282,29.324325,25.588354,648445.0
2022,Q2,4.0,Tampa,Meridian One,Tampa_Westshore_Tampa_Meridian One_4350 W Cypress St,4350 W Cypress St,South,Tampa,FL,33607.0,Westshore,A,7059.0,Tampa Bay Workforce Alliance,"Business, Professional, and Consulting Services (except Financial and Legal) - Including Accounting",,Hillsborough,380316,,Suburban,24082211.0,5480488.0,0.227574120997445,32.6849054786633,28.3094279947544,3988846.0,0.0754,32.818511,28.401428,1491642.0,0.0282,29.324325,25.588354,648445.0
2022,Q2,4.0,Tampa,Michaels Center,Tampa_Northwest Tampa_Tampa_Michaels Center_7815 N Dale Mabry Hwy,7815 N Dale Mabry Hwy,South,Tampa,FL,33614.0,Northwest Tampa,O,3650.0,,,New,Hillsborough,373707,Relet,Suburban,28849460.0,5201142.0,0.18028559286725,24.3898550786274,28.3094279947544,4240064.0,0.0801,24.48728,28.401428,961078.0,0.0182,20.976152,25.588354,287655.0
2022,Q2,4.0,Tampa,Northdale Plaza,Tampa_Northwest Tampa_Tampa_Northdale Plaza_3903 Northdale Blvd,3903 Northdale Blvd,South,Tampa,FL,33624.0,Northwest Tampa,O,128.0,,,New,Hillsborough,380319,Sublet,Suburban,28849460.0,5201142.0,0.18028559286725,24.3898550786274,28.3094279947544,4240064.0,0.0801,24.48728,28.401428,961078.0,0.0182,20.976152,25.588354,287655.0
2022,Q2,4.0,Tampa,Palm Lake at Tampa Palms,Tampa_Northeast Hillsborough_Tampa_Palm Lake at Tampa Palms_15310 Amberly Dr,15310 Amberly Dr,South,Tampa,FL,33647.0,Northeast Hillsborough,A,773.0,,,New,Hillsborough,380411,Relet,Suburban,24082211.0,5480488.0,0.227574120997445,32.6849054786633,28.3094279947544,3988846.0,0.0754,32.818511,28.401428,1491642.0,0.0282,29.324325,25.588354,648445.0
2022,Q2,4.0,Tampa,Parc Centre,Tampa_Southeast Hillsborough_Tampa_Parc Centre_410 S Ware Blvd,410 S Ware Blvd,South,Tampa,FL,33619.0,Southeast Hillsborough,O,1233.0,,,New,Hillsborough,380417,Relet,Suburban,28849460.0,5201142.0,0.18028559286725,24.3898550786274,28.3094279947544,4240064.0,0.0801,24.48728,28.401428,961078.0,0.0182,20.976152,25.588354,287655.0
2022,Q2,4.0,Tampa,Park Tower,Tampa_Tampa CBD_Tampa_Park Tower_400 N Tampa St,400 N Tampa St,South,Tampa,FL,33602.0,Tampa CBD,O,5699.0,,,New,Hillsborough,380519,Relet,CBD,28849460.0,5201142.0,0.18028559286725,24.3898550786274,28.3094279947544,4240064.0,0.0801,24.48728,28.401428,961078.0,0.0182,20.976152,25.588354,287655.0
